district,revenue_circle,drainage_basin,latitude,longitude,elevation_m,slope_deg,topographic_wetness_index_twi,soil_type,land_use,rainfall_1day_mm,rainfall_3day_mm,rainfall_7day_mm,distance_to_river_km,distance_to_embankment_m,in_floodplain,flood_label
Kamrup Metropolitan,Dispur / Chandrapur / Sonapur Hills,Southern Highland Divide,26.105366,91.948138,212.5,16.52,5.35,Red gravelly loam,Rocky Outcrop / Hill Scrub,76.4,149.2,209.0,4.7,5795,0,0
Tinsukia,Digboi / Margherita / Ledo,Dehing Foothill Basin,27.517814,95.726471,185.3,12.05,7.26,Laterite,Tea Estate,95.4,249.2,241.0,20.62,9210,0,0
Nagaon,Kampur / Kaliabor / Samaguri,Kopili & Kolong,26.180174,92.956389,60.2,0.74,10.91,Silty alluvium,Lowland Marsh,164.3,349.8,433.7,2.08,385,1,1
Dima Hasao,Haflong / Mahur / Umrangso,Diyung & Kopili Upper Gorge,25.130907,93.223903,636.4,14.55,4.53,Gravelly skeletal clay,Settlement on Ridge,73.6,169.0,194.7,18.48,16168,0,0
Golaghat,Bokakhat / Kaziranga Northern Fringe,Dhansiri & Brahmaputra,26.569294,93.455952,70.2,0.43,14.91,Marshy organic loam,Wetland,147.3,374.6,534.7,1.54,351,1,1
Dima Hasao,Haflong / Mahur / Umrangso,Diyung & Kopili Upper Gorge,25.258351,93.132642,747.0,18.97,6.6,Gravelly skeletal clay,Settlement on Ridge,99.1,139.4,195.4,11.87,18481,0,0
Dima Hasao,Haflong / Mahur / Umrangso,Diyung & Kopili Upper Gorge,25.253716,93.061534,669.1,27.81,5.64,Red and yellow forest soil,Sub-Tropical Montane Forest,82.1,133.4,198.4,19.48,15049,0,0
Barpeta,Sarthebari / Baghbor / Chenga,Beki & Manas,26.227273,91.116559,47.3,0.55,15.13,Clayey hydromorphic loam,Char Land,234.5,487.9,568.6,0.86,180,1,1
Lakhimpur,Kadam / Narayanpur / Bihpuria,Ranganadi & Dikrong,27.235416,94.078418,86.8,1.0,14.9,Riverine silt loam,Paddy Cropland,175.8,344.7,538.9,0.95,784,1,1
Dima Hasao,Haflong / Mahur / Umrangso,Diyung & Kopili Upper Gorge,25.119414,92.852529,396.2,26.23,4.77,Red and yellow forest soil,Settlement on Ridge,107.6,126.6,225.5,26.68,18015,0,0
Nagaon,Kampur / Kaliabor / Samaguri,Kopili & Kolong,26.054222,92.911658,68.1,0.41,11.15,Alluvial clay loam,Lowland Marsh,210.8,346.8,401.5,1.43,320,1,1
Jorhat,Teok / Titabar / Mariani,Bhogdoi Highland Terrace,26.655746,94.388614,119.5,2.09,8.03,Old alluvial terrace soil,Elevated Homestead,89.6,183.5,194.7,7.48,17632,0,0
Dhemaji,Jonai / Dhemaji Sadar,Jiadhal & Subansiri,27.423092,95.025038,89.2,0.36,10.65,Recent riverine alluvium,Paddy Cropland,159.0,377.0,446.4,0.46,611,1,1
Jorhat,Teok / Titabar / Mariani,Bhogdoi Highland Terrace,26.751059,94.301737,109.8,2.76,8.48,Old alluvial terrace soil,Commercial Tea Plantation,109.6,158.4,243.7,13.33,7059,0,0
Dhemaji,Jonai / Dhemaji Sadar,Jiadhal & Subansiri,27.837912,95.066711,98.2,0.4,13.44,Silty clay loam,Riparian Grassland,169.9,311.0,572.1,2.04,601,1,1
Lakhimpur,Kadam / Narayanpur / Bihpuria,Ranganadi & Dikrong,27.115337,94.245341,82.2,0.63,12.98,Clayey loam,Rural Homestead,176.8,376.9,531.0,0.54,248,1,1
Lakhimpur,Kadam / Narayanpur / Bihpuria,Ranganadi & Dikrong,27.19383,93.956369,92.5,0.38,11.32,Clayey loam,Alluvial Lowland,191.0,344.6,511.1,2.16,781,1,1
Tinsukia,Digboi / Margherita / Ledo,Dehing Foothill Basin,27.283576,95.787543,222.2,5.3,5.21,Sandy clay red loam,Evergreen Forest Scarp,85.4,206.3,325.8,21.97,6945,0,0
Nalbari,Barkhetri / Paschim Nalbari,Pagladiya & Puthimari,26.369396,91.59232,50.9,0.63,14.46,Clayey loam,Wetland,173.8,323.4,502.9,1.5,374,1,1
Tinsukia,Digboi / Margherita / Ledo,Dehing Foothill Basin,27.499922,95.859085,153.0,13.9,6.7,Laterite,Highland Industrial / Township,89.7,188.2,276.1,15.82,19171,0,0
Goalpara,Matia / Balijana High Ridges,Southern Granite Inselberg,26.198197,90.586495,186.5,7.84,5.88,Laterite outcrop,Mixed Scrub and Rocky Outcrop,72.2,193.1,305.2,9.66,6457,0,0
Barpeta,Sarthebari / Baghbor / Chenga,Beki & Manas,26.264233,90.86026,51.3,0.64,12.03,Sand bar alluvium,Permanent Wetland,225.1,472.6,482.7,0.53,91,1,1
Lakhimpur,Kadam / Narayanpur / Bihpuria,Ranganadi & Dikrong,27.296725,94.055388,87.1,0.58,15.18,Alluvial fine sand,Alluvial Lowland,169.6,274.8,465.3,1.6,706,1,1
Dhubri,Bilasipara / Golakganj / Dhubri Sadar,Brahmaputra & Gangadhar,25.998603,90.004608,37.9,0.6,16.45,Hydromorphic alluvial silt,Paddy Cropland,157.3,321.1,410.6,1.37,336,1,1
Goalpara,Matia / Balijana High Ridges,Southern Granite Inselberg,26.105972,90.500554,191.2,12.35,4.02,Laterite outcrop,Rubber Plantation,103.0,176.8,228.7,5.83,5482,0,0
Lakhimpur,Kadam / Narayanpur / Bihpuria,Ranganadi & Dikrong,27.158284,94.253244,93.9,0.47,11.35,Riverine silt loam,Paddy Cropland,198.8,364.1,537.0,2.43,659,1,1
Nalbari,Barkhetri / Paschim Nalbari,Pagladiya & Puthimari,26.549263,91.488168,56.0,0.45,14.39,Alluvial silt loam,Paddy Cropland,194.5,387.3,577.1,1.44,646,1,1
Majuli,Kamalabari / Garmur,Brahmaputra Mainstem,27.089788,94.232998,78.8,0.52,16.09,Active alluvial deposits,Char / River Island Sandbar,144.1,368.6,399.2,0.71,427,1,1
Tinsukia,Digboi / Margherita / Ledo,Dehing Foothill Basin,27.394278,95.645712,208.4,14.57,6.38,Laterite,Evergreen Forest Scarp,110.3,151.8,264.2,13.37,5419,0,0
Tinsukia,Digboi / Margherita / Ledo,Dehing Foothill Basin,27.388924,95.852938,213.0,14.15,5.18,Laterite,Evergreen Forest Scarp,70.6,155.0,246.2,17.03,19526,0,0
Majuli,Kamalabari / Garmur,Brahmaputra Mainstem,26.944193,94.131813,78.8,0.25,13.84,Active alluvial deposits,Paddy Cropland,181.9,372.1,473.7,0.37,96,1,1
Tinsukia,Digboi / Margherita / Ledo,Dehing Foothill Basin,27.431207,95.747288,196.6,7.6,5.5,Laterite,Evergreen Forest Scarp,86.2,212.9,225.1,13.97,9783,0,0
Dhemaji,Jonai / Dhemaji Sadar,Jiadhal & Subansiri,27.441844,94.968399,104.6,0.34,12.07,Alluvial sandy silt,Low-lying Rural Settlement,199.3,361.7,482.7,0.22,95,1,1
Goalpara,Matia / Balijana High Ridges,Southern Granite Inselberg,26.182543,90.588174,137.5,17.43,5.62,Laterite outcrop,Rubber Plantation,63.0,173.0,212.0,13.55,10036,0,0
Karbi Anglong,Diphu / Phuloni / Bokajan,Upper Dhansiri Plateau,26.312102,93.222619,233.8,9.47,5.97,Lateritic gravelly clay,Rubber / Coffee Plantation,44.9,153.9,192.0,11.73,10578,0,0
Goalpara,Matia / Balijana High Ridges,Southern Granite Inselberg,26.115428,90.735949,108.0,12.72,5.96,Gravelly red loam,Rubber Plantation,107.1,134.8,268.7,5.78,11766,0,0
Kamrup Metropolitan,Dispur / Chandrapur / Sonapur Hills,Southern Highland Divide,26.119278,91.787756,184.0,11.8,4.68,Red gravelly loam,Reserved Forest Upland,99.6,162.2,227.1,7.72,10475,0,0
Tinsukia,Digboi / Margherita / Ledo,Dehing Foothill Basin,27.510366,95.728144,220.9,4.57,7.46,Sandy clay red loam,Evergreen Forest Scarp,83.3,244.3,265.4,13.67,6892,0,0
Lakhimpur,Kadam / Narayanpur / Bihpuria,Ranganadi & Dikrong,27.201035,93.997449,90.1,0.54,14.61,Riverine silt loam,Rural Homestead,164.4,385.5,452.1,2.12,367,1,1
Goalpara,Matia / Balijana High Ridges,Southern Granite Inselberg,26.133448,90.749512,110.2,8.23,5.81,Laterite outcrop,High Settlement,99.8,190.7,307.6,14.64,6530,0,0
Golaghat,Bokakhat / Kaziranga Northern Fringe,Dhansiri & Brahmaputra,26.640508,93.56631,67.5,0.84,13.22,Marshy organic loam,Wetland,139.8,324.9,472.9,1.2,153,1,1
Baksa,Tamulpur North / Nagrijuli Foothill,Bhutan Piedmont Fan,26.900577,91.401279,137.7,5.19,6.62,Bhabar gravelly loam,Tea Estate,118.7,243.7,247.5,8.24,5557,0,0
Morigaon,Mayong / Laharighat / Bhuragaon,Brahmaputra & Kopili,26.21849,92.224069,60.9,0.54,13.31,Clayey alluvium,Wetland / Marshland,198.7,427.0,563.6,1.44,132,1,1
Morigaon,Mayong / Laharighat / Bhuragaon,Brahmaputra & Kopili,26.245663,92.431797,61.6,0.43,11.64,Organic silty clay,Rural Floodplain Settlement,212.4,376.7,480.2,1.55,354,1,1
Karbi Anglong,Diphu / Phuloni / Bokajan,Upper Dhansiri Plateau,25.798297,93.653056,331.4,11.75,6.59,Lateritic gravelly clay,Mixed Deciduous Forest,62.1,146.2,194.4,22.8,7792,0,0
Barpeta,Sarthebari / Baghbor / Chenga,Beki & Manas,26.183797,91.082028,49.3,0.38,16.2,Clayey hydromorphic loam,Dense Rural Settlement,233.3,353.0,627.1,0.39,454,1,1
Karbi Anglong,Diphu / Phuloni / Bokajan,Upper Dhansiri Plateau,26.132319,93.420989,193.5,21.58,4.28,Lateritic gravelly clay,Mixed Deciduous Forest,41.3,137.5,185.8,8.0,24575,0,0
Morigaon,Mayong / Laharighat / Bhuragaon,Brahmaputra & Kopili,26.227859,92.136551,50.2,0.36,15.0,Clayey alluvium,Wetland / Marshland,195.1,334.8,541.0,0.89,120,1,1
Jorhat,Teok / Titabar / Mariani,Bhogdoi Highland Terrace,26.650262,94.329284,133.5,2.45,5.81,Deep red acidic loam,Commercial Tea Plantation,51.7,180.8,280.5,7.48,9971,0,0
Dhubri,Bilasipara / Golakganj / Dhubri Sadar,Brahmaputra & Gangadhar,26.059951,90.085453,39.4,0.27,16.01,Hydromorphic alluvial silt,Char Settlement,139.8,369.9,427.3,1.43,293,1,1
Majuli,Kamalabari / Garmur,Brahmaputra Mainstem,26.927774,94.21801,82.0,0.12,12.66,Active alluvial deposits,Wetland,135.4,367.2,398.2,1.4,163,1,1
Dhubri,Bilasipara / Golakganj / Dhubri Sadar,Brahmaputra & Gangadhar,26.049365,89.854331,37.7,0.36,14.43,Hydromorphic alluvial silt,Paddy Cropland,187.2,354.0,514.3,0.55,93,1,1
Jorhat,Teok / Titabar / Mariani,Bhogdoi Highland Terrace,26.627549,94.218269,113.2,2.06,8.38,Deep red acidic loam,Elevated Homestead,90.2,135.9,269.7,7.66,16721,0,0
Cachar,Silchar Sadar / Katigorah / Sonai,Barak River Basin,24.794837,92.689062,28.9,0.28,14.15,Heavy alluvial clay,Paddy Cropland,231.9,502.2,539.9,1.33,401,1,1
Cachar,Silchar Sadar / Katigorah / Sonai,Barak River Basin,24.783568,92.820793,33.9,0.56,13.75,Heavy alluvial clay,Urban Built-up / Commercial,261.6,455.1,593.2,0.24,430,1,1
Tinsukia,Digboi / Margherita / Ledo,Dehing Foothill Basin,27.333868,95.675178,207.7,10.09,6.91,Sandy clay red loam,Highland Industrial / Township,125.9,240.1,308.1,12.04,17422,0,0
Karbi Anglong,Diphu / Phuloni / Bokajan,Upper Dhansiri Plateau,26.044294,93.263813,448.6,15.16,5.79,Skeletal rocky soil,Rubber / Coffee Plantation,67.1,166.1,244.0,8.72,5965,0,0
Tinsukia,Digboi / Margherita / Ledo,Dehing Foothill Basin,27.491772,95.791225,185.9,7.42,7.61,Laterite,Tea Estate,83.5,153.0,245.6,13.58,18280,0,0
Dhubri,Bilasipara / Golakganj / Dhubri Sadar,Brahmaputra & Gangadhar,26.2007,89.997748,34.7,0.51,13.32,Fine riverine sand,Paddy Cropland,163.9,315.3,438.1,1.15,63,1,1
Nagaon,Kampur / Kaliabor / Samaguri,Kopili & Kolong,26.295466,92.881876,71.3,0.99,12.81,Silty alluvium,Rural Settlement,184.0,336.7,545.1,0.59,361,1,1
Dhubri,Bilasipara / Golakganj / Dhubri Sadar,Brahmaputra & Gangadhar,26.040693,89.932866,40.9,0.56,16.07,Hydromorphic alluvial silt,Paddy Cropland,155.4,342.5,532.3,0.39,224,1,1
Kamrup Metropolitan,Dispur / Chandrapur / Sonapur Hills,Southern Highland Divide,26.135739,91.748721,239.1,17.89,8.1,Red gravelly loam,Rocky Outcrop / Hill Scrub,113.8,180.4,255.3,13.41,3772,0,0
Morigaon,Mayong / Laharighat / Bhuragaon,Brahmaputra & Kopili,26.390834,91.996476,59.8,0.29,12.92,Organic silty clay,Paddy Cropland,200.2,367.0,497.5,1.81,141,1,1
Kamrup Metropolitan,Dispur / Chandrapur / Sonapur Hills,Southern Highland Divide,26.151299,91.840625,179.4,16.11,5.27,Red gravelly loam,Reserved Forest Upland,95.5,130.9,310.7,10.4,9293,0,0
Kamrup Metropolitan,Dispur / Chandrapur / Sonapur Hills,Southern Highland Divide,26.130778,91.894699,170.4,10.59,5.1,Red gravelly loam,Reserved Forest Upland,95.8,205.7,230.2,10.84,10841,0,0
Dhemaji,Jonai / Dhemaji Sadar,Jiadhal & Subansiri,27.805799,95.052615,97.5,0.53,11.66,Silty clay loam,Low-lying Rural Settlement,178.8,321.1,484.8,1.63,190,1,1
Dhubri,Bilasipara / Golakganj / Dhubri Sadar,Brahmaputra & Gangadhar,26.256115,89.879419,38.2,0.27,14.96,Fine riverine sand,Char Settlement,204.5,282.1,434.9,0.79,258,1,1
Sonitpur,Tezpur High Terraces / Dhekiajuli North,Jia Bharali High Bank,26.716776,92.688092,106.7,4.88,7.04,Sandy loam,High Alluvial Orchard,82.5,178.9,254.7,12.17,5317,0,0
Golaghat,Bokakhat / Kaziranga Northern Fringe,Dhansiri & Brahmaputra,26.556252,93.34387,65.4,0.35,14.04,Alluvial silt loam,National Park Grassland,193.1,378.5,406.4,0.48,609,1,1
Barpeta,Sarthebari / Baghbor / Chenga,Beki & Manas,26.216765,91.025437,42.5,0.59,12.25,Clayey hydromorphic loam,Paddy Cropland,190.6,352.4,593.0,1.24,66,1,1
Dhubri,Bilasipara / Golakganj / Dhubri Sadar,Brahmaputra & Gangadhar,26.162379,90.344597,41.2,0.36,16.21,Fine riverine sand,Riparian Wetland,166.1,377.5,396.4,1.79,335,1,1
Morigaon,Mayong / Laharighat / Bhuragaon,Brahmaputra & Kopili,26.286886,92.337383,55.8,0.25,14.1,Clayey alluvium,Paddy Cropland,216.3,327.5,547.4,1.37,450,1,1
Dhemaji,Jonai / Dhemaji Sadar,Jiadhal & Subansiri,27.66496,94.925768,88.8,0.37,13.59,Silty clay loam,Low-lying Rural Settlement,156.3,383.1,450.6,0.99,453,1,1
Dima Hasao,Haflong / Mahur / Umrangso,Diyung & Kopili Upper Gorge,25.197447,92.965973,354.0,23.73,5.74,Red and yellow forest soil,Sub-Tropical Montane Forest,80.3,129.5,196.0,32.53,24846,0,0
Jorhat,Teok / Titabar / Mariani,Bhogdoi Highland Terrace,26.581334,94.365825,106.6,4.63,5.64,Old alluvial terrace soil,Elevated Homestead,65.8,178.8,265.0,11.24,14082,0,0
Dhemaji,Jonai / Dhemaji Sadar,Jiadhal & Subansiri,27.677546,94.856226,90.2,0.63,15.13,Recent riverine alluvium,Riparian Grassland,159.3,363.8,423.4,1.66,539,1,1
Goalpara,Matia / Balijana High Ridges,Southern Granite Inselberg,26.087751,90.602347,134.1,16.04,7.44,Gravelly red loam,Mixed Scrub and Rocky Outcrop,97.8,168.6,256.2,7.66,8488,0,0
Sonitpur,Tezpur High Terraces / Dhekiajuli North,Jia Bharali High Bank,26.762582,92.849564,109.0,6.16,8.32,Sandy loam,Urban Cantonment,70.8,198.8,285.8,14.47,3249,0,0
Majuli,Kamalabari / Garmur,Brahmaputra Mainstem,27.037022,94.205294,82.3,0.52,14.07,Active alluvial deposits,Riparian Grassland,150.6,308.1,454.1,0.37,262,1,1
Dhemaji,Jonai / Dhemaji Sadar,Jiadhal & Subansiri,27.757876,94.947129,94.4,0.7,13.68,Silty clay loam,Wetland / Beel,153.6,301.0,497.6,1.47,251,1,1
Karbi Anglong,Diphu / Phuloni / Bokajan,Upper Dhansiri Plateau,26.222852,93.476451,185.6,18.02,6.11,Red loamy soil,Hilly Homestead,53.5,153.5,246.5,15.77,20945,0,0
Nagaon,Kampur / Kaliabor / Samaguri,Kopili & Kolong,26.433659,92.724774,68.9,0.44,12.15,Silty alluvium,Rural Settlement,155.1,400.2,407.6,0.64,213,1,1
Lakhimpur,Kadam / Narayanpur / Bihpuria,Ranganadi & Dikrong,27.287033,94.127104,91.4,0.85,11.92,Riverine silt loam,Rural Homestead,152.2,397.9,538.1,1.49,654,1,1
Kamrup Metropolitan,Dispur / Chandrapur / Sonapur Hills,Southern Highland Divide,26.145898,91.793577,175.1,20.38,6.48,Ferruginous weathered rock,Reserved Forest Upland,99.4,173.9,208.2,13.09,3566,0,0
Golaghat,Bokakhat / Kaziranga Northern Fringe,Dhansiri & Brahmaputra,26.577183,93.414228,70.7,0.42,13.32,Marshy organic loam,National Park Grassland,141.3,390.4,501.6,1.93,733,1,1
Kamrup Metropolitan,Dispur / Chandrapur / Sonapur Hills,Southern Highland Divide,26.149371,91.742621,275.0,12.07,7.01,Red gravelly loam,Rocky Outcrop / Hill Scrub,89.0,156.5,190.3,11.76,8026,0,0
Jorhat,Teok / Titabar / Mariani,Bhogdoi Highland Terrace,26.821664,94.35271,109.6,3.81,7.87,Old alluvial terrace soil,Elevated Homestead,56.9,110.0,242.5,8.01,6259,0,0
Jorhat,Teok / Titabar / Mariani,Bhogdoi Highland Terrace,26.816829,94.363276,132.0,3.24,8.66,Old alluvial terrace soil,Elevated Homestead,103.3,149.1,220.1,18.92,9021,0,0
Morigaon,Mayong / Laharighat / Bhuragaon,Brahmaputra & Kopili,26.35847,92.311887,52.7,0.68,15.19,Riverine silt,Rural Floodplain Settlement,179.6,401.7,507.1,1.43,402,1,1
Dhemaji,Jonai / Dhemaji Sadar,Jiadhal & Subansiri,27.511014,94.731671,103.2,0.64,14.03,Recent riverine alluvium,Low-lying Rural Settlement,177.6,387.4,418.9,2.1,184,1,1
Nagaon,Kampur / Kaliabor / Samaguri,Kopili & Kolong,26.341109,92.981011,71.0,0.86,10.18,Alluvial clay loam,Rural Settlement,142.6,411.2,475.7,0.53,712,1,1
Cachar,Silchar Sadar / Katigorah / Sonai,Barak River Basin,24.865512,93.011865,33.0,0.16,15.13,Heavy alluvial clay,Urban Built-up / Commercial,232.2,525.9,568.5,1.32,203,1,1
Cachar,Silchar Sadar / Katigorah / Sonai,Barak River Basin,24.760312,92.873516,24.7,0.53,13.18,Hydromorphic depression silt,Dense Settlement,248.1,515.4,685.5,1.41,322,1,1
Morigaon,Mayong / Laharighat / Bhuragaon,Brahmaputra & Kopili,26.360028,92.032442,60.9,0.61,11.09,Clayey alluvium,Rural Floodplain Settlement,161.9,303.1,510.7,0.51,441,1,1
Nagaon,Kampur / Kaliabor / Samaguri,Kopili & Kolong,26.197774,92.671404,59.3,1.03,11.5,Silty alluvium,Rural Settlement,138.2,370.8,416.5,2.72,599,1,1
Jorhat,Teok / Titabar / Mariani,Bhogdoi Highland Terrace,26.795293,94.421686,120.0,3.26,6.06,Deep red acidic loam,Commercial Tea Plantation,66.8,146.3,180.7,8.74,15035,0,0
Nalbari,Barkhetri / Paschim Nalbari,Pagladiya & Puthimari,26.363255,91.41924,51.9,0.7,10.62,Clayey loam,Paddy Cropland,220.8,361.7,511.3,0.93,357,1,1
Kamrup Metropolitan,Dispur / Chandrapur / Sonapur Hills,Southern Highland Divide,26.175757,91.801695,169.3,8.33,7.86,Ferruginous weathered rock,Reserved Forest Upland,76.4,139.8,317.3,7.06,14445,0,0
Dhemaji,Jonai / Dhemaji Sadar,Jiadhal & Subansiri,27.668119,95.008567,91.0,1.03,14.96,Alluvial sandy silt,Riparian Grassland,184.6,344.1,511.3,1.44,515,1,1
Barpeta,Sarthebari / Baghbor / Chenga,Beki & Manas,26.472568,90.756857,49.9,0.6,15.29,Fine alluvial silt,Paddy Cropland,204.6,376.1,585.4,0.6,220,1,1
Nagaon,Kampur / Kaliabor / Samaguri,Kopili & Kolong,26.210224,92.819219,64.8,0.86,13.12,Alluvial clay loam,Rural Settlement,135.4,292.8,423.3,2.62,437,1,1
Karbi Anglong,Diphu / Phuloni / Bokajan,Upper Dhansiri Plateau,25.76172,93.586832,438.8,16.59,4.97,Skeletal rocky soil,Rubber / Coffee Plantation,91.5,137.9,213.7,22.92,13108,0,0
Dhemaji,Jonai / Dhemaji Sadar,Jiadhal & Subansiri,27.799736,95.176025,98.9,1.05,13.24,Alluvial sandy silt,Wetland / Beel,143.3,337.4,568.6,2.14,73,1,1
Karbi Anglong,Diphu / Phuloni / Bokajan,Upper Dhansiri Plateau,25.799885,93.64085,270.1,23.72,6.66,Lateritic gravelly clay,Mixed Deciduous Forest,56.3,94.3,149.2,6.99,6260,0,0
Morigaon,Mayong / Laharighat / Bhuragaon,Brahmaputra & Kopili,26.365315,92.175252,57.9,0.68,11.65,Organic silty clay,Wetland / Marshland,189.3,360.6,523.6,1.87,479,1,1
Karbi Anglong,Diphu / Phuloni / Bokajan,Upper Dhansiri Plateau,26.296949,93.29936,230.5,15.4,5.18,Skeletal rocky soil,Mixed Deciduous Forest,68.9,141.4,190.0,7.69,20133,0,0
Barpeta,Sarthebari / Baghbor / Chenga,Beki & Manas,26.404941,90.948125,46.6,0.54,12.76,Sand bar alluvium,Dense Rural Settlement,229.9,346.2,602.2,1.07,544,1,1
Morigaon,Mayong / Laharighat / Bhuragaon,Brahmaputra & Kopili,26.29016,92.059105,53.6,0.46,13.99,Riverine silt,Wetland / Marshland,185.9,392.7,564.9,0.94,406,1,1
Sonitpur,Tezpur High Terraces / Dhekiajuli North,Jia Bharali High Bank,26.726601,92.547097,121.7,4.44,6.25,Piedmont coarse alluvium,High Alluvial Orchard,118.4,220.2,292.3,8.67,7332,0,0
Dhubri,Bilasipara / Golakganj / Dhubri Sadar,Brahmaputra & Gangadhar,26.025959,90.254181,44.0,0.59,15.34,Fine riverine sand,Paddy Cropland,153.2,321.3,409.8,0.33,364,1,1
Barpeta,Sarthebari / Baghbor / Chenga,Beki & Manas,26.445281,91.117661,43.5,0.74,14.75,Sand bar alluvium,Permanent Wetland,164.0,351.2,637.3,1.64,327,1,1
Cachar,Silchar Sadar / Katigorah / Sonai,Barak River Basin,24.92933,92.945587,31.3,0.32,13.04,Heavy alluvial clay,Paddy Cropland,263.9,536.5,595.4,0.27,82,1,1
Dima Hasao,Haflong / Mahur / Umrangso,Diyung & Kopili Upper Gorge,25.302391,93.05541,366.1,14.78,6.72,Gravelly skeletal clay,Settlement on Ridge,113.8,130.4,220.8,22.43,10520,0,0
Baksa,Tamulpur North / Nagrijuli Foothill,Bhutan Piedmont Fan,26.740583,91.470025,134.6,6.43,5.11,Bhabar gravelly loam,Deciduous Forest,121.1,243.8,305.4,7.46,15480,0,0
Dima Hasao,Haflong / Mahur / Umrangso,Diyung & Kopili Upper Gorge,25.239514,93.210837,404.6,24.73,3.76,Red and yellow forest soil,Hilly Terrain,71.6,144.2,246.1,20.9,22147,0,0
Dhemaji,Jonai / Dhemaji Sadar,Jiadhal & Subansiri,27.79038,94.90375,89.0,1.2,14.43,Alluvial sandy silt,Riparian Grassland,172.5,352.6,557.0,2.0,148,1,1
Karbi Anglong,Diphu / Phuloni / Bokajan,Upper Dhansiri Plateau,26.337749,93.487077,428.7,23.12,7.55,Lateritic gravelly clay,Rubber / Coffee Plantation,53.1,101.0,236.8,13.24,16270,0,0
Tinsukia,Digboi / Margherita / Ledo,Dehing Foothill Basin,27.373147,95.689378,157.1,11.82,5.57,Laterite,Tea Estate,123.3,238.8,286.9,16.25,19912,0,0
Dima Hasao,Haflong / Mahur / Umrangso,Diyung & Kopili Upper Gorge,25.335567,93.125805,372.0,22.25,6.19,Gravelly skeletal clay,Settlement on Ridge,92.5,203.4,221.4,19.55,11577,0,0
Dhubri,Bilasipara / Golakganj / Dhubri Sadar,Brahmaputra & Gangadhar,26.172526,90.083159,38.9,0.45,14.57,Fine riverine sand,Char Settlement,178.5,279.2,529.5,0.53,320,1,1
Lakhimpur,Kadam / Narayanpur / Bihpuria,Ranganadi & Dikrong,27.233856,94.095134,96.6,0.26,11.19,Clayey loam,Paddy Cropland,140.1,351.2,477.8,1.87,354,1,1
Tinsukia,Digboi / Margherita / Ledo,Dehing Foothill Basin,27.443824,95.64055,239.9,12.6,5.75,Laterite,Tea Estate,88.5,212.5,311.7,19.15,14119,0,0
Tinsukia,Digboi / Margherita / Ledo,Dehing Foothill Basin,27.392964,95.871255,204.1,6.18,4.94,Sandy clay red loam,Highland Industrial / Township,71.9,163.3,250.7,17.74,16130,0,0
Jorhat,Teok / Titabar / Mariani,Bhogdoi Highland Terrace,26.76804,94.389084,123.0,2.49,6.19,Old alluvial terrace soil,Agroforestry,72.2,146.4,206.2,10.34,15647,0,0
Morigaon,Mayong / Laharighat / Bhuragaon,Brahmaputra & Kopili,26.296833,92.098217,57.8,0.36,11.4,Clayey alluvium,Wetland / Marshland,195.2,329.5,530.7,0.66,426,1,1
Nagaon,Kampur / Kaliabor / Samaguri,Kopili & Kolong,26.306117,92.869486,59.2,0.83,13.58,Silty alluvium,Paddy Cropland,197.7,351.5,511.8,1.88,632,1,1
Dima Hasao,Haflong / Mahur / Umrangso,Diyung & Kopili Upper Gorge,25.255662,93.172909,597.5,26.08,4.74,Gravelly skeletal clay,Sub-Tropical Montane Forest,105.9,203.4,199.3,27.86,28155,0,0
Barpeta,Sarthebari / Baghbor / Chenga,Beki & Manas,26.412218,91.057554,45.4,0.65,14.77,Clayey hydromorphic loam,Permanent Wetland,187.8,340.4,611.6,1.37,412,1,1
Kamrup Metropolitan,Dispur / Chandrapur / Sonapur Hills,Southern Highland Divide,26.132023,91.862562,149.7,12.76,7.78,Red gravelly loam,Highland Residential Built-up,62.5,226.8,304.9,13.9,5718,0,0
Tinsukia,Digboi / Margherita / Ledo,Dehing Foothill Basin,27.342173,95.634957,209.4,13.5,5.93,Sandy clay red loam,Highland Industrial / Township,87.7,148.5,267.7,14.67,8554,0,0
Majuli,Kamalabari / Garmur,Brahmaputra Mainstem,27.023217,94.055424,82.1,0.22,12.69,Active alluvial deposits,Char / River Island Sandbar,141.8,310.0,466.4,0.22,439,1,1
Barpeta,Sarthebari / Baghbor / Chenga,Beki & Manas,26.16836,90.802778,45.6,0.54,14.13,Sand bar alluvium,Dense Rural Settlement,161.9,378.2,480.5,0.55,77,1,1
Baksa,Tamulpur North / Nagrijuli Foothill,Bhutan Piedmont Fan,26.797006,91.369207,107.9,4.09,5.07,Bhabar gravelly loam,Deciduous Forest,95.8,151.3,287.3,16.22,6252,0,0
Cachar,Silchar Sadar / Katigorah / Sonai,Barak River Basin,24.8685,92.842598,30.9,0.64,14.78,Hydromorphic depression silt,Paddy Cropland,277.4,399.5,634.6,0.97,311,1,1
Kamrup Metropolitan,Dispur / Chandrapur / Sonapur Hills,Southern Highland Divide,26.117631,91.845416,248.3,18.29,5.08,Red gravelly loam,Highland Residential Built-up,82.1,220.2,202.2,6.59,5627,0,0
Morigaon,Mayong / Laharighat / Bhuragaon,Brahmaputra & Kopili,26.265713,92.285648,52.8,0.34,11.34,Clayey alluvium,Paddy Cropland,181.1,386.3,478.9,1.29,361,1,1
